"smi_time","smi_type","smi_sxl","smi_sxr","smi_syl","smi_syr","smi_dxl","smi_dxr","smi_dyl","smi_dyr","smi_exl","smi_exr","smi_eyl","smi_eyr","smi_ezl","smi_ezr"
1068471529,"b",828,828,320,320,495,483,495,483,43.662,-23.468,39.38,37.982,709.338,718.524
1068471531,"b",828,828,320,320,495,494,495,494,43.652,-23.472,39.37,37.989,709.175,718.643
1068471533,"b",827,827,321,321,495,493,495,493,43.643,-23.476,39.361,37.995,709.012,718.759
1068471535,"b",827,827,322,322,491,482,491,482,43.633,-23.48,39.352,38.001,708.85,718.874
1068471537,"b",826,826,322,322,496,495,496,495,43.623,-23.484,39.342,38.007,708.69,718.995
1068471539,"b",826,826,322,322,495,484,495,484,43.613,-23.488,39.334,38.013,708.532,719.116
1068471541,"b",823,823,323,323,491,494,491,494,43.603,-23.492,39.325,38.02,708.374,719.231
1068471543,"b",822,822,324,324,493,497,493,497,43.594,-23.496,39.317,38.026,708.219,719.35
1068471545,"b",821,821,324,324,493,481,493,481,43.585,-23.499,39.307,38.032,708.066,719.467
1068471547,"b",821,821,323,323,492,486,492,486,43.575,-23.503,39.299,38.039,707.913,719.583
1068471549,"b",822,822,321,321,494,483,494,483,43.547,-23.506,39.295,38.046,707.894,719.698
1068471551,"b",820,820,313,313,492,501,492,501,43.534,-23.509,39.273,38.053,707.964,719.812
1068471553,"b",814,814,297,297,494,493,494,493,43.496,-23.512,39.215,38.061,707.885,719.925
1068471555,"b",810,810,286,286,492,496,492,496,43.392,-23.577,39.17,37.972,707.879,719.668
1068471557,"b",801,801,272,272,488,492,488,492,43.366,-23.607,39.168,37.892,708.1,719.57
1068471559,"b",785,785,216,216,493,490,493,490,43.327,-23.654,39.125,37.896,708.095,719.695
1068471561,"b",752,752,217,217,503,494,503,494,43.257,-23.659,39.053,37.765,708.164,719.781
1068471563,"b",737,737,180,180,490,492,490,492,43.239,-23.779,39.038,37.777,708.406,719.774
1068471565,"b",723,723,169,169,493,490,493,490,43.135,-23.781,38.936,37.777,708.401,719.75
1068471567,"b",708,708,153,153,500,491,500,491,43.118,-23.805,38.945,37.761,708.541,719.844
1068471569,"b",692,692,121,121,499,493,499,493,43.065,-23.811,38.915,37.767,708.535,719.954
1068471571,"b",669,669,112,112,489,481,489,481,43.064,-23.814,38.915,37.774,708.521,720.063
1068471573,"b",668,668,102,102,498,478,498,478,43.063,-23.817,38.915,37.779,708.505,720.17
1068471575,"b",649,649,95,95,486,482,486,482,43.065,-23.797,38.915,37.76,708.496,720.167
1068471577,"b",656,656,85,85,499,482,499,482,43.065,-23.798,38.915,37.762,708.49,720.169
1068471579,"b",657,657,78,78,490,483,490,483,43.065,-23.799,38.915,37.764,708.489,720.176
1068471581,"b",655,655,74,74,491,485,491,485,43.118,-23.8,38.911,37.766,708.704,720.19
1068471583,"b",652,652,70,70,490,481,490,481,43.13,-23.801,38.923,37.767,708.916,720.208
1068471585,"b",654,654,70,70,493,482,493,482,43.143,-23.802,38.935,37.769,709.127,720.229
1068471587,"b",652,652,63,63,496,483,496,483,43.155,-23.802,38.946,37.77,709.336,720.244
1068471589,"b",650,650,67,67,489,487,489,487,43.167,-23.803,38.958,37.77,709.543,720.262
1068471591,"b",648,648,61,61,499,486,499,486,43.179,-23.803,38.969,37.771,709.749,720.276
1068471593,"b",646,646,57,57,489,483,489,483,43.191,-23.802,38.981,37.77,709.952,720.285
1068471595,"b",645,645,57,57,487,486,487,486,43.203,-23.815,38.992,37.721,710.154,720.219
1068471597,"b",647,647,55,55,486,482,486,482,43.215,-23.813,39.003,37.716,710.353,720.153
1068471599,"b",647,647,56,56,484,486,484,486,43.227,-23.828,39.015,37.676,710.551,719.98
1068471601,"b",647,647,53,53,498,487,498,487,43.238,-23.823,39.025,37.668,710.746,719.812
1068471603,"b",645,645,54,54,486,482,486,482,43.25,-23.817,39.036,37.659,710.939,719.648
1068471605,"b",649,649,56,56,488,485,488,485,43.262,-23.862,39.047,37.588,711.131,719.404
1068471607,"b",649,649,57,57,494,488,494,488,43.273,-23.854,39.058,37.575,711.321,719.162
1068471609,"b",648,648,57,57,498,490,498,490,43.295,-23.846,39.018,37.562,711.417,718.917
1068471611,"b",649,649,59,59,491,486,491,486,43.301,-23.838,39.023,37.55,711.513,718.678
1068471613,"b",649,649,61,61,490,489,490,489,43.307,-23.829,39.028,37.537,711.607,718.435
1068471615,"b",650,650,62,62,480,488,480,488,43.312,-23.82,39.033,37.524,711.699,718.191
1068471617,"b",651,651,64,64,484,486,484,486,43.318,-23.812,39.038,37.511,711.79,717.946
1068471619,"b",650,650,66,66,488,484,488,484,43.344,-23.804,39.002,37.498,711.965,717.703
1068471621,"b",648,648,67,67,481,486,481,486,43.371,-23.795,39.006,37.486,712.006,717.459
1068471623,"b",650,650,71,71,484,485,484,485,43.373,-23.813,39.008,37.43,712.047,717.322
1068471625,"b",649,649,74,74,482,482,482,482,43.377,-23.808,39.009,37.422,712.082,717.188
1068471627,"b",648,648,75,75,490,482,490,482,43.379,-23.804,39.011,37.415,712.118,717.057
1068471629,"b",648,648,75,75,491,484,491,484,43.381,-23.801,39.013,37.409,712.154,716.928
1068471631,"b",649,649,80,80,484,488,484,488,43.384,-23.796,39.014,37.35,712.185,716.811
1068471633,"b",650,650,82,82,489,484,489,484,43.386,-23.792,39.016,37.344,712.216,716.697
1068471635,"b",650,650,83,83,483,484,483,484,43.388,-23.788,39.017,37.34,712.245,716.585
1068471637,"b",650,650,84,84,487,485,487,485,43.389,-23.784,39.019,37.331,712.273,716.473
1068471639,"b",651,651,84,84,487,491,487,491,43.391,-23.78,39.02,37.328,712.299,716.366
1068471641,"b",652,652,85,85,485,490,485,490,43.393,-23.777,39.021,37.323,712.325,716.255
1068471643,"b",653,653,86,86,488,488,488,488,43.376,-23.773,38.99,37.318,712.28,716.145
1068471645,"b",654,654,86,86,487,484,487,484,43.374,-23.769,38.987,37.313,712.234,716.04
1068471647,"b",656,656,85,85,486,483,486,483,43.371,-23.766,38.985,37.307,712.189,715.931
1068471649,"b",657,657,86,86,488,491,488,491,43.369,-23.762,38.982,37.302,712.144,715.825
1068471651,"b",657,657,88,88,489,485,489,485,43.366,-23.759,38.979,37.295,712.097,715.717
1068471653,"b",657,657,87,87,487,485,487,485,43.363,-23.756,38.977,37.29,712.051,715.606
1068471655,"b",658,658,87,87,484,481,484,481,43.361,-23.752,38.974,37.282,712.005,715.497
1068471657,"b",657,657,87,87,485,485,485,485,43.358,-23.749,38.971,37.281,711.959,715.387
1068471659,"b",658,658,88,88,488,481,488,481,43.355,-23.745,38.969,37.274,711.913,715.283
1068471661,"b",659,659,88,88,483,484,483,484,43.352,-23.742,38.966,37.268,711.868,715.172
1068471663,"b",658,658,88,88,482,484,482,484,43.35,-23.739,38.964,37.261,711.824,715.061
1068471665,"b",658,658,87,87,488,485,488,485,43.347,-23.735,38.961,37.253,711.779,714.949
1068471667,"b",657,657,88,88,485,482,485,482,43.344,-23.732,38.959,37.246,711.735,714.84
1068471669,"b",656,656,89,89,487,486,487,486,43.342,-23.728,38.957,37.241,711.693,714.729
1068471671,"b",655,655,89,89,484,479,484,479,43.339,-23.725,38.954,37.232,711.652,714.617
1068471673,"b",656,656,89,89,489,484,489,484,43.336,-23.721,38.952,37.228,711.609,714.508
1068471675,"b",656,656,89,89,487,483,487,483,43.333,-23.718,38.951,37.221,711.568,714.396
1068471677,"b",655,655,90,90,486,483,486,483,43.331,-23.715,38.949,37.212,711.528,714.28
1068471679,"b",655,655,91,91,487,483,487,483,43.329,-23.711,38.947,37.207,711.491,714.165
1068471681,"b",655,655,92,92,485,482,485,482,43.326,-23.708,38.945,37.197,711.452,714.049
1068471683,"b",654,654,93,93,489,484,489,484,43.341,-23.704,38.975,37.191,711.483,713.934
1068471685,"b",654,654,91,91,483,484,483,484,43.343,-23.699,38.976,37.245,711.513,713.828
1068471687,"b",653,653,90,90,485,483,485,483,43.345,-23.695,38.979,37.24,711.546,713.722
1068471689,"b",650,650,87,87,490,485,490,485,43.347,-23.692,38.98,37.234,711.578,713.618
1068471691,"b",650,650,92,92,491,484,491,484,43.349,-23.69,38.982,37.161,711.612,713.505
1068471693,"b",650,650,90,90,486,482,486,482,43.333,-23.743,38.953,37.229,711.573,713.666
1068471695,"b",646,646,91,91,484,482,484,482,43.349,-23.691,38.982,37.165,711.609,713.553
1068471697,"b",648,648,90,90,490,486,490,486,43.332,-23.745,38.953,37.231,711.569,713.714
1068471699,"b",643,643,90,90,489,483,489,483,43.349,-23.693,38.982,37.167,711.605,713.599
1068471701,"b",645,645,89,89,491,482,491,482,43.351,-23.747,38.984,37.23,711.64,713.764
1068471703,"b",643,643,89,89,483,478,483,478,43.353,-23.752,38.986,37.239,711.676,713.924
1068471705,"b",643,643,88,88,483,480,483,480,43.355,-23.758,38.988,37.245,711.713,714.086
1068471707,"b",643,643,88,88,483,479,483,479,43.357,-23.765,38.99,37.254,711.75,714.251
1068471709,"b",643,643,90,90,480,483,480,483,43.36,-23.77,38.992,37.26,711.784,714.412
1068471711,"b",645,645,93,93,486,482,486,482,43.361,-23.778,38.995,37.196,711.823,714.556
1068471713,"b",647,647,94,94,490,480,490,480,43.346,-23.828,39.004,37.216,712,714.443
1068471715,"b",651,651,98,98,481,478,481,478,43.338,-23.901,38.982,37.207,712.1,714.506
1068471717,"b",651,651,99,99,486,475,486,475,43.344,-23.903,38.987,37.211,712.197,714.566
1068471719,"b",650,650,97,97,493,480,493,480,43.329,-23.905,39.015,37.214,712.206,714.62
1068471721,"b",648,648,98,98,484,481,484,481,43.329,-23.908,39.016,37.216,712.216,714.667
1068471723,"b",642,642,96,96,477,481,477,481,43.249,-23.909,39.023,37.219,712.031,714.714
1068471725,"b",638,638,96,96,481,479,481,479,43.237,-23.91,39.012,37.221,711.844,714.759
1068471727,"b",628,628,92,92,480,478,480,478,43.225,-23.911,39.002,37.224,711.655,714.806
1068471729,"b",627,627,96,96,476,481,476,481,43.214,-23.913,38.992,37.227,711.468,714.853
1068471731,"b",619,619,97,97,477,475,477,475,43.202,-23.914,38.981,37.229,711.279,714.9
1068471733,"b",616,616,98,98,475,481,475,481,43.191,-23.916,38.971,37.232,711.09,714.944
1068471735,"b",612,612,96,96,477,478,477,478,43.18,-23.918,38.961,37.234,710.902,714.984
1068471737,"b",608,608,96,96,472,480,472,480,43.168,-23.919,38.95,37.236,710.716,715.023
1068471739,"b",607,607,96,96,468,486,468,486,43.157,-23.92,38.94,37.238,710.533,715.06
1068471741,"b",606,606,97,97,474,477,474,477,43.146,-23.922,38.93,37.24,710.351,715.094
1068471743,"b",604,604,96,96,477,482,477,482,43.135,-23.923,38.92,37.242,710.171,715.129
1068471745,"b",603,603,97,97,480,476,480,476,43.124,-23.924,38.911,37.244,709.993,715.166
1068471747,"b",602,602,100,100,473,476,473,476,43.114,-23.925,38.901,37.246,709.816,715.198
1068471749,"b",601,601,100,100,479,480,479,480,43.103,-23.927,38.891,37.248,709.64,715.232
1068471751,"b",600,600,99,99,479,477,479,477,43.092,-23.929,38.882,37.25,709.466,715.263
1068471753,"b",598,598,100,100,475,478,475,478,43.082,-23.93,38.872,37.252,709.293,715.298
1068471755,"b",597,597,97,97,480,478,480,478,43.071,-23.947,38.863,37.274,709.121,715.237
1068471757,"b",597,597,98,98,478,480,478,480,43.061,-23.945,38.853,37.271,708.95,715.178
1068471759,"b",597,597,95,95,472,480,472,480,43.051,-23.965,38.844,37.32,708.782,715.215
1068471761,"b",599,599,95,95,474,478,474,478,43.041,-24.028,38.835,37.267,708.614,715.12
1068471763,"b",602,602,95,95,474,477,474,477,43.031,-24.025,38.826,37.263,708.447,715.028
1068471765,"b",602,602,95,95,473,476,473,476,43.021,-24.022,38.817,37.257,708.282,714.935
1068471767,"b",603,603,96,96,477,473,477,473,43.011,-24.021,38.808,37.25,708.119,714.838
1068471769,"b",606,606,95,95,479,476,479,476,43.001,-24.017,38.799,37.245,707.957,714.747
1068471771,"b",608,608,97,97,476,476,476,476,42.991,-24.015,38.79,37.24,707.795,714.653
1068471773,"b",610,610,98,98,473,476,473,476,42.982,-24.012,38.782,37.235,707.635,714.56
1068471775,"b",610,610,100,100,481,478,481,478,42.972,-24.009,38.773,37.228,707.476,714.472
1068471777,"b",614,614,101,101,476,476,476,476,42.932,-24.006,38.762,37.225,707.534,714.382
1068471779,"b",616,616,101,101,482,477,482,477,42.936,-24.003,38.765,37.216,707.588,714.292
1068471781,"b",616,616,103,103,478,479,478,479,42.939,-24,38.768,37.214,707.641,714.202
1068471783,"b",618,618,103,103,482,478,482,478,42.906,-23.998,38.789,37.206,707.553,714.11
1068471785,"b",617,617,104,104,482,478,482,478,42.936,-23.995,38.766,37.198,707.612,714.015
1068471787,"b",617,617,105,105,481,476,481,476,42.904,-23.992,38.787,37.198,707.529,713.921
1068471789,"b",618,618,106,106,479,476,479,476,42.898,-23.989,38.783,37.192,707.449,713.826
1068471791,"b",619,619,108,108,477,477,477,477,42.893,-23.986,38.779,37.185,707.367,713.734
1068471793,"b",617,617,106,106,478,475,478,475,42.888,-23.983,38.775,37.18,707.289,713.64
1068471795,"b",618,618,107,107,482,476,482,476,42.883,-23.98,38.77,37.176,707.215,713.548
1068471797,"b",617,617,105,105,476,475,476,475,42.878,-23.977,38.766,37.171,707.138,713.451
1068471799,"b",619,619,106,106,480,475,480,475,42.853,-23.973,38.749,37.165,707.215,713.36
1068471801,"b",619,619,107,107,480,476,480,476,42.857,-23.97,38.753,37.159,707.293,713.267
1068471803,"b",619,619,110,110,482,472,482,472,42.86,-23.968,38.722,37.155,707.381,713.17
1068471805,"b",618,618,113,113,477,475,477,475,42.866,-23.965,38.727,37.149,707.466,713.074
1068471807,"b",618,618,109,109,481,474,481,474,42.871,-23.962,38.768,37.146,707.542,712.976
1068471809,"b",619,619,108,108,481,481,481,481,42.875,-23.959,38.772,37.138,707.615,712.878
1068471811,"b",619,619,114,114,481,474,481,474,42.878,-23.956,38.739,37.133,707.696,712.781
1068471813,"b",617,617,110,110,479,478,479,478,42.881,-23.953,38.744,37.128,707.767,712.683
1068471815,"b",617,617,113,113,483,479,483,479,42.886,-23.95,38.748,37.123,707.84,712.583
1068471817,"b",617,617,116,116,477,477,477,477,42.89,-23.946,38.752,37.118,707.912,712.486
1068471819,"b",617,617,115,115,481,482,481,482,42.894,-23.943,38.756,37.109,707.98,712.388
1068471821,"b",616,616,113,113,483,476,483,476,42.899,-23.94,38.759,37.108,708.055,712.292
1068471823,"b",614,614,112,112,483,478,483,478,42.907,-23.936,38.799,37.104,708.125,712.203
1068471825,"b",614,614,113,113,482,472,482,472,42.97,-23.931,38.797,37.106,708.186,712.128
1068471827,"b",614,614,108,108,480,475,480,475,42.975,-23.888,38.801,37.122,708.239,712.313
1068471829,"b",615,615,109,109,484,477,484,477,43.043,-23.851,38.841,37.082,708.213,712.483
1068471831,"b",642,642,111,111,490,483,490,483,43.079,-23.836,38.85,37.108,708.346,712.549
1068471833,"b",711,711,106,106,485,480,485,480,43.106,-23.823,38.906,37.141,708.563,712.732
1068471835,"b",727,727,108,108,487,482,487,482,43.117,-23.66,38.917,37.112,708.777,712.627
1068471837,"b",735,735,109,109,480,484,480,484,43.177,-23.654,38.904,37.124,708.617,712.555
1068471839,"b",745,745,109,109,500,482,500,482,43.286,-23.564,38.923,37.131,708.657,712.516
1068471841,"b",758,758,111,111,492,486,492,486,43.321,-23.528,38.897,37.154,708.485,712.518
1068471843,"b",768,768,113,113,489,484,489,484,43.348,-23.459,38.914,37.228,708.465,712.515
1068471845,"b",793,793,116,116,477,477,477,477,43.404,-23.426,38.909,37.239,708.681,712.719
1068471847,"b",794,794,119,119,483,478,483,478,43.416,-23.381,38.921,37.236,708.895,712.691
1068471849,"b",806,806,120,120,482,491,482,491,43.427,-23.332,38.932,37.298,709.107,712.794
1068471851,"b",829,829,128,128,483,490,483,490,43.439,-23.303,38.944,37.196,709.317,712.858
1068471853,"b",859,859,126,126,481,488,481,488,43.451,-23.268,38.955,37.312,709.525,712.961
1068471855,"b",865,865,133,133,481,481,481,481,43.463,-23.237,38.967,37.208,709.73,713.049
1068471857,"b",869,869,133,133,484,482,484,482,43.476,-23.239,38.978,37.211,709.933,713.146
1068471859,"b",873,873,133,133,477,490,477,490,43.488,-23.243,38.99,37.217,710.135,713.243
1068471861,"b",880,880,133,133,482,488,482,488,43.5,-23.246,39.001,37.221,710.334,713.341
1068471863,"b",883,883,132,132,482,485,482,485,43.512,-23.249,39.012,37.226,710.531,713.437
1068471865,"b",885,885,132,132,486,485,486,485,43.524,-23.252,39.023,37.231,710.727,713.531
1068471867,"b",883,883,134,134,479,482,479,482,43.536,-23.255,39.033,37.236,710.92,713.624
1068471869,"b",887,887,136,136,485,491,485,491,43.548,-23.289,39.044,37.166,711.113,713.697
1068471871,"b",889,889,138,138,488,482,488,482,43.56,-23.291,39.054,37.17,711.302,713.765
1068471873,"b",890,890,136,136,496,488,496,488,43.571,-23.295,39.065,37.173,711.49,713.82
1068471875,"b",892,892,139,139,486,485,486,485,43.582,-23.297,39.075,37.176,711.676,713.871
1068471877,"b",892,892,137,137,488,488,488,488,43.622,-23.299,39.059,37.179,711.639,713.92
1068471879,"b",894,894,137,137,488,468,488,468,43.62,-23.301,39.057,37.182,711.601,713.966
1068471881,"b",895,895,138,138,484,487,484,487,43.618,-23.324,39.054,37.166,711.562,714.103
1068471883,"b",894,894,141,141,484,487,484,487,43.615,-23.33,39.053,37.173,711.524,714.245
1068471885,"b",894,894,142,142,487,482,487,482,43.613,-23.334,39.05,37.181,711.485,714.382
1068471887,"b",894,894,143,143,486,487,486,487,43.611,-23.354,39.048,37.207,711.443,714.422
1068471889,"b",895,895,142,142,487,486,487,486,43.608,-23.356,39.046,37.209,711.404,714.465
1068471891,"b",894,894,140,140,483,487,483,487,43.605,-23.357,39.044,37.211,711.365,714.506
1068471893,"b",893,893,141,141,483,489,483,489,43.603,-23.36,39.042,37.213,711.327,714.553
1068471895,"b",893,893,141,141,482,484,482,484,43.601,-23.362,39.04,37.215,711.29,714.603
1068471897,"b",892,892,140,140,486,484,486,484,43.599,-23.364,39.037,37.218,711.252,714.653
1068471899,"b",892,892,140,140,488,486,488,486,43.596,-23.366,39.035,37.221,711.214,714.706
1068471901,"b",891,891,141,141,483,486,483,486,43.594,-23.368,39.033,37.224,711.173,714.761
1068471903,"b",891,891,140,140,485,484,485,484,43.592,-23.37,39.031,37.226,711.133,714.818
1068471905,"b",890,890,139,139,483,487,483,487,43.589,-23.394,39.029,37.258,711.095,714.973
1068471907,"b",889,889,138,138,487,488,487,488,43.586,-23.399,39.027,37.266,711.058,715.13
1068471909,"b",889,889,138,138,489,487,489,487,43.585,-23.405,39.024,37.274,711.016,715.286
1068471911,"b",889,889,139,139,484,485,484,485,43.582,-23.409,39.022,37.282,710.974,715.44
1068471913,"b",889,889,139,139,483,488,483,488,43.58,-23.414,39.019,37.289,710.928,715.594
1068471915,"b",888,888,139,139,481,486,481,486,43.577,-23.419,39.017,37.297,710.884,715.746
1068471917,"b",888,888,138,138,483,485,483,485,43.575,-23.424,39.014,37.305,710.84,715.898
1068471919,"b",888,888,138,138,482,490,482,490,43.572,-23.429,39.012,37.312,710.797,716.048
1068471921,"b",886,886,138,138,483,485,483,485,43.59,-23.434,39.014,37.32,710.614,716.196
1068471923,"b",885,885,136,136,481,489,481,489,43.578,-23.439,39.004,37.328,710.432,716.343
1068471925,"b",884,884,136,136,483,490,483,490,43.568,-23.443,38.994,37.335,710.251,716.489
1068471927,"b",883,883,136,136,478,491,478,491,43.557,-23.448,38.984,37.342,710.067,716.634
1068471929,"b",883,883,137,137,484,486,484,486,43.546,-23.453,38.974,37.35,709.883,716.775
1068471931,"b",882,882,137,137,483,491,483,491,43.535,-23.458,38.964,37.357,709.7,716.917
1068471933,"b",880,880,138,138,481,492,481,492,43.524,-23.462,38.954,37.363,709.519,717.058
1068471935,"b",880,880,138,138,482,488,482,488,43.514,-23.466,38.944,37.371,709.334,717.196
1068471937,"b",880,880,139,139,482,487,482,487,43.503,-23.471,38.934,37.378,709.15,717.333
1068471939,"b",879,879,138,138,487,491,487,491,43.51,-23.475,38.935,37.385,708.85,717.469
1068471941,"b",878,878,137,137,485,484,485,484,43.493,-23.48,38.918,37.392,708.548,717.604
1068471943,"b",877,877,139,139,484,487,484,487,43.474,-23.484,38.902,37.398,708.248,717.735
1068471945,"b",878,878,140,140,483,489,483,489,43.456,-23.527,38.886,37.38,707.953,717.614
1068471947,"b",878,878,142,142,482,493,482,493,43.438,-23.524,38.869,37.371,707.656,717.495
1068471949,"b",878,878,142,142,480,489,480,489,43.42,-23.48,38.853,37.392,707.363,717.628
1068471951,"b",877,877,144,144,488,489,488,489,43.403,-23.524,38.837,37.369,707.073,717.503
1068471953,"b",877,877,145,145,486,490,486,490,43.384,-23.52,38.821,37.364,706.787,717.382
1068471955,"b",878,878,143,143,485,489,485,489,43.367,-23.518,38.806,37.422,706.506,717.251
1068471957,"b",877,877,144,144,484,489,484,489,43.35,-23.513,38.79,37.415,706.225,717.12
1068471959,"b",877,877,143,143,487,489,487,489,43.333,-23.509,38.774,37.409,705.945,716.993
1068471961,"b",878,878,144,144,484,486,484,486,43.316,-23.505,38.759,37.402,705.67,716.862
1068471963,"b",879,879,142,142,491,489,491,489,43.299,-23.516,38.744,37.451,705.398,716.801
1068471965,"b",878,878,141,141,486,491,486,491,43.282,-23.482,38.729,37.46,705.129,716.952
1068471967,"b",878,878,140,140,479,491,479,491,43.266,-23.519,38.715,37.456,704.864,716.891
1068471969,"b",879,879,134,134,493,487,493,487,43.25,-23.498,38.7,37.509,704.599,716.745
1068471971,"b",878,878,133,133,492,488,492,488,43.234,-23.494,38.685,37.502,704.338,716.602
1068471973,"b",878,878,133,133,483,487,483,487,43.274,-23.508,38.699,37.44,704.282,716.542
1068471975,"b",875,875,130,130,479,492,479,492,43.27,-23.488,38.696,37.491,704.227,716.407
1068471978,"b",875,875,128,128,483,486,483,486,43.268,-23.484,38.693,37.484,704.175,716.27
1068471979,"b",874,874,128,128,493,487,493,487,43.264,-23.479,38.69,37.478,704.122,716.133
1068471981,"b",874,874,127,127,491,488,491,488,43.242,-23.475,38.706,37.47,704.218,715.997
1068471983,"b",873,873,126,126,484,488,484,488,43.266,-23.471,38.692,37.463,704.166,715.868
1068471985,"b",871,871,125,125,491,490,491,490,43.244,-23.468,38.735,37.456,704.256,715.741
1068471987,"b",870,870,122,122,487,486,487,486,43.248,-23.463,38.785,37.45,704.36,715.61
1068471989,"b",870,870,118,118,488,490,488,490,43.255,-23.459,38.791,37.442,704.464,715.486
1068471991,"b",870,870,118,118,491,488,491,488,43.261,-23.455,38.797,37.437,704.567,715.358
1068471993,"b",869,869,116,116,489,490,489,490,43.267,-23.452,38.803,37.429,704.668,715.236
1068471995,"b",870,870,115,115,491,491,491,491,43.273,-23.446,38.809,37.424,704.77,715.111
1068471997,"b",871,871,114,114,493,487,493,487,43.279,-23.442,38.814,37.417,704.87,714.987
1068471999,"b",871,871,112,112,494,489,494,489,43.285,-23.438,38.82,37.411,704.969,714.862
1068472001,"b",871,871,111,111,494,490,494,490,43.291,-23.434,38.825,37.404,705.067,714.738
1068472003,"b",870,870,109,109,493,487,493,487,43.298,-23.429,38.831,37.398,705.166,714.613
1068472005,"b",870,870,108,108,493,488,493,488,43.303,-23.426,38.836,37.392,705.262,714.488
1068472007,"b",868,868,108,108,490,492,490,492,43.309,-23.421,38.842,37.386,705.356,714.362
1068472009,"b",869,869,108,108,496,489,496,489,43.314,-23.416,38.846,37.38,705.449,714.234
1068472011,"b",868,868,109,109,489,490,489,490,43.32,-23.414,38.851,37.372,705.542,714.111
1068472013,"b",866,866,109,109,495,491,495,491,43.326,-23.408,38.856,37.366,705.632,713.987
1068472015,"b",867,867,108,108,484,487,484,487,43.334,-23.406,38.834,37.359,705.731,713.868
1068472017,"b",867,867,108,108,490,491,490,491,43.361,-23.402,38.804,37.353,705.676,713.755
1068472019,"b",867,867,106,106,484,490,484,490,43.397,-23.367,38.819,37.353,705.759,713.847
1068472021,"b",869,869,105,105,481,494,481,494,43.442,-23.325,38.793,37.346,705.987,713.729
1068472023,"b",879,879,103,103,484,485,484,485,43.485,-23.293,38.777,37.355,705.986,713.808
1068472025,"b",899,899,99,99,485,490,485,490,43.486,-23.265,38.776,37.36,705.995,713.887
1068472027,"b",920,920,101,101,482,487,482,487,43.542,-23.212,38.773,37.301,706.234,713.877
1068472029,"b",939,939,104,104,477,493,477,493,43.555,-23.18,38.786,37.312,706.471,714.067
1068472031,"b",958,958,103,103,479,495,479,495,43.568,-23.113,38.799,37.365,706.704,713.928
1068472033,"b",973,973,98,98,485,489,485,489,43.608,-23.113,38.843,37.355,706.719,713.818
1068472035,"b",981,981,87,87,483,483,483,483,43.629,-23.044,38.863,37.433,706.584,713.879
1068472037,"b",987,987,91,91,478,492,478,492,43.699,-23.031,38.851,37.459,706.515,714.045
1068472039,"b",997,997,90,90,477,491,477,491,43.698,-23.012,38.846,37.44,706.441,714.097
1068472041,"b",1033,1033,92,92,482,492,482,492,43.77,-23,38.858,37.432,706.665,714.272
1068472043,"b",1029,1029,93,93,487,477,487,477,43.814,-22.882,38.813,37.419,706.656,713.888
1068472045,"b",1039,1039,95,95,484,486,484,486,43.871,-22.822,38.809,37.391,706.89,713.775
1068472047,"b",1054,1054,94,94,483,484,483,484,43.884,-22.75,38.822,37.429,707.121,713.833
1068472049,"b",1082,1082,91,91,478,485,478,485,43.896,-22.737,38.835,37.457,707.348,714.002
1068472051,"b",1104,1104,83,83,483,481,483,481,43.938,-22.744,38.85,37.465,707.336,714.168
1068472053,"b",1114,1114,80,80,485,493,485,493,44.035,-22.727,38.864,37.447,707.249,714.219
1068472055,"b",1132,1132,84,84,478,486,478,486,44.031,-22.71,38.859,37.438,707.16,714.374
1068472057,"b",1126,1126,83,83,478,486,478,486,44.132,-22.525,38.841,37.426,707.139,714.153
1068472059,"b",1135,1135,84,84,481,486,481,486,44.129,-22.472,38.839,37.444,707.118,714.196
1068472061,"b",1146,1146,86,86,485,487,485,487,44.127,-22.456,38.838,37.474,707.103,714.363
1068472063,"b",1160,1160,85,85,481,490,481,490,44.136,-22.462,38.878,37.483,707.028,714.53
1068472065,"b",1177,1177,87,87,478,486,478,486,44.206,-22.469,38.861,37.491,707.043,714.694
1068472067,"b",1202,1202,88,88,470,488,470,488,44.207,-22.475,38.862,37.499,707.048,714.857
1068472069,"b",1210,1210,93,93,473,485,473,485,44.207,-22.48,38.862,37.507,707.051,715.011
1068472071,"b",1228,1228,97,97,478,487,478,487,44.228,-22.483,38.835,37.514,706.91,715.155
1068472073,"b",1236,1236,102,102,473,491,473,491,44.219,-22.487,38.827,37.521,706.764,715.291
1068472075,"b",1240,1240,102,102,478,490,478,490,44.23,-22.468,38.832,37.547,706.49,715.319
1068472077,"b",1244,1244,105,105,477,488,477,488,44.213,-22.468,38.817,37.547,706.218,715.341
1068472079,"b",1243,1243,107,107,478,492,478,492,44.196,-22.468,38.802,37.548,705.951,715.361
1068472081,"b",1234,1234,109,109,473,487,473,487,44.18,-22.415,38.787,37.531,705.682,715.147
1068472083,"b",1245,1245,110,110,482,487,482,487,44.143,-22.464,38.759,37.539,705.541,715.175
1068472085,"b",1246,1246,111,111,476,490,476,490,44.154,-22.488,38.765,37.522,705.276,715.314
1068472087,"b",1248,1248,113,113,479,488,479,488,44.119,-22.493,38.737,37.53,705.137,715.452
1068472089,"b",1250,1250,114,114,477,493,477,493,44.109,-22.497,38.729,37.537,704.998,715.591
1068472091,"b",1252,1252,114,114,479,489,479,489,44.101,-22.503,38.721,37.545,704.858,715.736
